name,wiki_name,raw_summary,clean_summary,sent_count,token_count,first_sent
Mauritius,Mauritius,"The Republic of Mauritius is an African country. Port Louis is its capital. Mauritius is also the name of the main island the country is on. In the 2000 census, the country had a population of 1,178,848 people.
The island of Mauritius is well known for being the only known home of the dodo.","The Republic of Mauritius is an African country. Port Louis is its capital. Mauritius is also the name of the main island the country is on. In the 2000 census, the country had a population of 1,178,848 people. The island of Mauritius is well known for being the only known home of the dodo.",5,60,The Republic of Mauritius is an African country.
Mayotte,Mayotte,"Mayotte is an island in the Indian Ocean next to Madagascar. It is geographically part of the Comoros Islands, but politically, it is part of France.","Mayotte is an island in the Indian Ocean next to Madagascar. It is geographically part of the Comoros Islands, but politically, it is part of France.",2,30,Mayotte is an island in the Indian Ocean next to Madagascar.
Mexico,Mexico,"Mexico (Spanish: México, official name: United Mexican States (Spanish: Estados Unidos Mexicanos,  listen (info • help)) is a country in North America. Mexico is south of Texas and other American states. Guatemala and Belize are south of Mexico. Mexico is between the Pacific Ocean and the Gulf of Mexico.
People living in Mexico or who are from there are called Mexicans. Most Mexican people speak Spanish. There are also Mexicans who speak Native American languages, like Nahuatl, Maya, and Zapotec. The capital of Mexico is Mexico City.","Mexico is a country in North America. Mexico is south of Texas and other American states. Guatemala and Belize are south of Mexico. Mexico is between the Pacific Ocean and the Gulf of Mexico. People living in Mexico or who are from there are called Mexicans. Most Mexican people speak Spanish. There are also Mexicans who speak Native American languages, like Nahuatl, Maya, and Zapotec. The capital of Mexico is Mexico City.",8,83,Mexico is a country in North America.
Micronesia,Micronesia,"Micronesia is an area in Oceania. Many islands in southwest Pacific Ocean are part of it. Micronesia means small islands in ancient Greek language.
Philippines is to the west of Micronesia. Indonesia, Papua New Guinea, and Melanesia are to the south of Micronesia. Polynesia is to the east of Micronesia.","Micronesia is an area in Oceania. Many islands in southwest Pacific Ocean are part of it. Micronesia means small islands in ancient Greek language. Philippines is to the west of Micronesia. Indonesia, Papua New Guinea, and Melanesia are to the south of Micronesia. Polynesia is to the east of Micronesia.",6,58,Micronesia is an area in Oceania.
Moldova,Moldova,"Moldova is a country in Eastern Europe. Its full name is the Republic of Moldova (Romanian: Republica Moldova,  listen (info • help).) It used to be called Moldavia.
The official language in Moldova is the Moldovan language, which is very similar to the Romanian language. The capital of Moldova is Chișinău.
The Moldova economy's growth is around 7 per-cent, and has the third fastest growing economy of Europe. But in this respect the average monthly salary/wages are still low standing at only $243 USD. Moldova is an associated country for future membership in the EU.","Moldova is a country in Eastern Europe. Its full name is the Republic of Moldova. It used to be called Moldavia. The official language in Moldova is the Moldovan language, which is very similar to the Romanian language. The capital of Moldova is Chișinău. The Moldova economy's growth is around 7 per-cent, and has the third fastest growing economy of Europe. But in this respect the average monthly salary/wages are still low standing at only $243 USD. Moldova is an associated country for future membership in the EU.",8,100,Moldova is a country in Eastern Europe.
Monaco,Monaco,"Monaco is the second smallest country in the world; about 34,000 people live there. It is near southeastern France, on the Mediterranean Sea in Western Europe. French is the most common language spoken in Monaco. The head of state is Prince Albert II; the government and the prince share power. Tourism is the main industry. People in Monaco pay no income tax.
Monte Carlo, famous for its casino, is in the northeast of the country. Monaco is famous for two car races: the Monte Carlo Rally and the Monaco Grand Prix.
A sovereign and independent state, the Principality of Monaco has borders on its landward side with several communes of the French Department of the Alpes-Maritimes; from west to east these are Cap d`Ail, la Turbie, Beausoleil and Roquebrune Cap Martin. Seawards, Monaco faces the Mediterranean.
The population of the Principality consists of 29,972 inhabitants, 5,070 of whom are Monégasques, 12,047 French and 5,000 Italian (according to the last official census in 1990).
Its surface area is 195 hectares, of which nearly 40 were recovered from the sea during the last twenty years.
It lies in a narrow coastal strip which sometimes rises straight upwards with its highest point at 163 meters. Its width varies between 1050 meters and only 350 meters. Its coastline is 4100 meters long.
The Principality has only one commune, Monaco, whose limits are the same as those of the state.
Monaco is made of four districts: Monaco-Ville (historic seat of the Principality, on the rock where the Prince Palace stands), Monte-Carlo (the district surrounding its Casino), La Condamine (around Port Hercule), and Fontvielle (the new industrial area built on ground reclaimed from the sea (22ha)).","Monaco is the second smallest country in the world; about 34,000 people live there. It is near southeastern France, on the Mediterranean Sea in Western Europe. French is the most common language spoken in Monaco. The head of state is Prince Albert II; the government and the prince share power. Tourism is the main industry. People in Monaco pay no income tax. Monte Carlo, famous for its casino, is in the northeast of the country. Monaco is famous for two car races: the Monte Carlo Rally and the Monaco Grand Prix. A sovereign and independent state, the Principality of Monaco has borders on its landward side with several communes of the French Department of the Alpes-Maritimes; from west to east these are Cap d`Ail, la Turbie, Beausoleil and Roquebrune Cap Martin. Seawards, Monaco faces the Mediterranean. The population of the Principality consists of 29,972 inhabitants, 5,070 of whom are Monégasques, 12,047 French and 5,000 Italian. Its surface area is 195 hectares, of which nearly 40 were recovered from the sea during the last twenty years. It lies in a narrow coastal strip which sometimes rises straight upwards with its highest point at 163 meters. Its width varies between 1050 meters and only 350 meters. Its coastline is 4100 meters long. The Principality has only one commune, Monaco, whose limits are the same as those of the state. Monaco is made of four districts: Monaco-Ville, Monte-Carlo, La Condamine, and Fontvielle.",17,276,"Monaco is the second smallest country in the world; about 34,000 people live there."
Mongolia,Mongolia,"Mongolia is a country between China and Russia, in Asia.
Mongolia is a landlocked country in East Asia and Central Asia. It borders Russia to the north and the People's Republic of China to the south, east and west. Mongolia's political system is a parliamentary republic.
Until recently, most of the people there were Buddhists. Many of them are nomads (people who always move from place to place and do not stay in one home), but this is changing. The largest city, and capital city is Ulaanbaatar. It is where about 38% of the population live. This has been spelled Ulan Bator/ Ulaan Battor and other ways in the past. The north and east parts of the country have many mountains. Part of the south part is the Gobi Desert. There are 2,791,272 people living in Mongolia. The country is the 18th biggest country in the world, with an area of 1,564,116 km2 (603,909 sq mi). The crime rate is very low. Their language is Mongolian, and some people know English, Chinese, and Russian. Korean is being spoken more because more Mongolians are working in Korea.
Mongolia is mainly rural with the lowest population density of all independent countries in the world.","Mongolia is a country between China and Russia, in Asia. Mongolia is a landlocked country in East Asia and Central Asia. It borders Russia to the north and the People's Republic of China to the south, east and west. Mongolia's political system is a parliamentary republic. Until recently, most of the people there were Buddhists. Many of them are nomads, but this is changing. The largest city, and capital city is Ulaanbaatar. It is where about 38% of the population live. This has been spelled Ulan Bator/ Ulaan Battor and other ways in the past. The north and east parts of the country have many mountains. Part of the south part is the Gobi Desert. There are 2,791,272 people living in Mongolia. The country is the 18th biggest country in the world, with an area of 1,564,116 km2. The crime rate is very low. Their language is Mongolian, and some people know English, Chinese, and Russian. Korean is being spoken more because more Mongolians are working in Korea. Mongolia is mainly rural with the lowest population density of all independent countries in the world.",17,213,"Mongolia is a country between China and Russia, in Asia."
Montenegro,Montenegro,"Montenegro (meaning Black Mountain) is a country in Southeastern Europe. It is on the Adriatic Sea, between Albania (to the South) and Croatia to the North. Inland (to the East and South-East) it also has a common border with Serbia, Kosovo and Bosnia and Herzegovina.
The country came to exist when its people decided to split from the country Serbia and Montenegro on May 21, 2006. For most of the 20th century it was part of Yugoslavia. It had also been independent before World War I and existed as a kingdom. Its leader is Filip Vujanović.
The national song is called Oj, svijetla majska zoroMontenegrin Cyrillic: Ој, свијетла мајска зоро""Oh, Bright Dawn of May.""
The size of the economy's GDP is $4.114 billion and it has a population of 625,000 people. The traditional old capital of Montenegro is Cetinje, but Podgorica is the new one. The country adopted the Euro unilaterally as Montenegro does not have its own currency, but the adoption has raised the national debt to 57 percent of GDP in 2011.","Montenegro is a country in Southeastern Europe. It is on the Adriatic Sea, between Albania and Croatia to the North. Inland it also has a common border with Serbia, Kosovo and Bosnia and Herzegovina. The country came to exist when its people decided to split from the country Serbia and Montenegro on May 21, 2006. For most of the 20th century it was part of Yugoslavia. It had also been independent before World War I and existed as a kingdom. Its leader is Filip Vujanović. The national song is called Oj, svijetla majska zoroMontenegrin Cyrillic: Ој, свијетла мајска зоро""Oh, Bright Dawn of May."" The size of the economy's GDP is $4.114 billion and it has a population of 625,000 people. The traditional old capital of Montenegro is Cetinje, but Podgorica is the new one. The country adopted the Euro unilaterally as Montenegro does not have its own currency, but the adoption has raised the national debt to 57 percent of GDP in 2011.",11,188,Montenegro is a country in Southeastern Europe.
Montserrat,Montserrat,"Montserrat is a Caribbean island. It is an overseas territory of the United Kingdom. Montserrat got its name from Christopher Columbus in 1493. The governor of Montserrat is Deborah Barnes-Jones. The capital is officially Plymouth, but the government has moved to Brades after a volcano, Chances Peak, destroyed Plymouth in 1995.","Montserrat is a Caribbean island. It is an overseas territory of the United Kingdom. Montserrat got its name from Christopher Columbus in 1493. The governor of Montserrat is Deborah Barnes-Jones. The capital is officially Plymouth, but the government has moved to Brades after a volcano, Chances Peak, destroyed Plymouth in 1995.",5,59,Montserrat is a Caribbean island.
Morocco,Morocco,"Kingdom of Morocco (Berber: Tagldit n Murakuc, Arabic: المملكة المغربية) is a country in North Africa.
Morocco (i/məˈrɒkoʊ/; Arabic: المغرب‎‎ al-Maghrib, lit. ""The West""; Berber: ⵍⵎⴰⵖⵔⵉⴱ Lmaɣrib; French: Maroc), officially known as the Kingdom of Morocco (Arabic: المملكة المغربية‎‎ al-Mamlakah al-Maghribiyah, lit. ""The Western Kingdom""; Berber: ⵜⴰⴳⵍⴷⵉⵜ ⵏ ⵍⵎⴰⵖⵔⵉⴱTageldit n Lmaɣrib), is a sovereign country located in the Maghreb region of North Africa. Geographically, Morocco is characterized by a rugged mountainous interior, large tracts of desert, and a lengthy coastline along the Atlantic Oceanand Mediterranean Sea.
Morocco has a population of over 33.8 million and an area of 446,550 km2(172,410 sq mi). Its capital is Rabat, and the largest city is Casablanca. Other major cities include Marrakesh, Tangier, Tetouan, Salé, Fes, Agadir, Meknes, Oujda, Kenitra, and Nador. A historically prominent regional power, Morocco has a history of independence not shared by its neighbours. Since the foundation of the first Moroccan state by Idris I in 789, the country has been ruled by a series of independent dynasties, reaching its zenith under the Almoravid and Almohad dynasty, spanning parts of Iberia and Northwestern Africa. Marinid and Saadidynasties continued the struggle against foreign domination, and Morocco remained the only North African country to avoid Ottoman occupation. The Alaouite dynasty, the current ruling dynasty, seized power in 1666. In 1912 Morocco was divided into French and Spanishprotectorates, with an international zone in Tangier, and regained its independence in 1956. Moroccan culture is a blend of Arab, indigenous Berber, Sub-Saharan African, and European influences.
Morocco claims the non-self-governing territory of Western Sahara as its Southern Provinces. Morocco annexed the territory in 1975, leading to a guerrilla war with indigenous forces until a cease-fire in 1991. Peace processes have thus far failed to break the political deadlock.
Morocco is a constitutional monarchy with an elected parliament. The King of Morocco holds vast executive and legislative powers, especially over the military, foreign policy and religious affairs. Executive power is exercised by the government, while legislative power is vested in both the government and the two chambers of parliament, the Assembly of Representatives and the Assembly of Councillors. The king can issue decrees called dahirs which have the force of law. He can also dissolve the parliament after consulting the Prime Minister and the president of the Constitutional court.
Morocco's predominant religion is Islam, and the official languages are Arabic and Tamazight. The Moroccan dialect, referred to as Darija, and French are also widely spoken. Morocco is a member of the Arab League, the Union for the Mediterranean, and the African Union. It has the fifth largest economy of Africa.","Kingdom of Morocco is a country in North Africa. Morocco, officially known as the Kingdom of Morocco, is a sovereign country located in the Maghreb region of North Africa. Geographically, Morocco is characterized by a rugged mountainous interior, large tracts of desert, and a lengthy coastline along the Atlantic Oceanand Mediterranean Sea. Morocco has a population of over 33.8 million and an area of 446,550 km2. Its capital is Rabat, and the largest city is Casablanca. Other major cities include Marrakesh, Tangier, Tetouan, Salé, Fes, Agadir, Meknes, Oujda, Kenitra, and Nador. A historically prominent regional power, Morocco has a history of independence not shared by its neighbours. Since the foundation of the first Moroccan state by Idris I in 789, the country has been ruled by a series of independent dynasties, reaching its zenith under the Almoravid and Almohad dynasty, spanning parts of Iberia and Northwestern Africa. Marinid and Saadidynasties continued the struggle against foreign domination, and Morocco remained the only North African country to avoid Ottoman occupation. The Alaouite dynasty, the current ruling dynasty, seized power in 1666. In 1912 Morocco was divided into French and Spanishprotectorates, with an international zone in Tangier, and regained its independence in 1956. Moroccan culture is a blend of Arab, indigenous Berber, Sub-Saharan African, and European influences. Morocco claims the non-self-governing territory of Western Sahara as its Southern Provinces. Morocco annexed the territory in 1975, leading to a guerrilla war with indigenous forces until a cease-fire in 1991. Peace processes have thus far failed to break the political deadlock. Morocco is a constitutional monarchy with an elected parliament. The King of Morocco holds vast executive and legislative powers, especially over the military, foreign policy and religious affairs. Executive power is exercised by the government, while legislative power is vested in both the government and the two chambers of parliament, the Assembly of Representatives and the Assembly of Councillors. The king can issue decrees called dahirs which have the force of law. He can also dissolve the parliament after consulting the Prime Minister and the president of the Constitutional court. Morocco's predominant religion is Islam, and the official languages are Arabic and Tamazight. The Moroccan dialect, referred to as Darija, and French are also widely spoken. Morocco is a member of the Arab League, the Union for the Mediterranean, and the African Union. It has the fifth largest economy of Africa.",24,459,Kingdom of Morocco is a country in North Africa.
Mozambique,Mozambique,"Mozambique, officially the Republic of Mozambique, is a country in southeastern Africa. Its capital is Maputo. There are about 19 million people. In 1975, Mozambique became independent from Portugal. (National Day on 25th June, 1975) The country was named Moçambique by the Portuguese after the Island of Mozambique. After independence from Portugal it became the People's Republic of Mozambique. There was a big civil war from 1977 to 1992.
Mozambique has many natural resources. Portugal, Spain, and Belgium are among the country's most important partners. It is one of the poorest countries in the world. They have the world's lowest life expectancy. In 2012, large natural gas reserves were found in Mozambique. The revenues from the reserves might dramatically change the economy.
The only official language of Mozambique is Portuguese. About half the people speak it as a second language and very few as a first language. Languages widely spoken natively include Swahili, Makhuwa, and Sena. The largest religion in Mozambique is Christianity. There are also Muslim and African traditional religious minorities.
Mozambique is a member of the African Union, Commonwealth of Nations, the Community of Portuguese Language Countries, the Latin Union, Organisation of Islamic Cooperation and Southern African Development Community.","Mozambique, officially the Republic of Mozambique, is a country in southeastern Africa. Its capital is Maputo. There are about 19 million people. In 1975, Mozambique became independent from Portugal. The country was named Moçambique by the Portuguese after the Island of Mozambique. After independence from Portugal it became the People's Republic of Mozambique. There was a big civil war from 1977 to 1992. Mozambique has many natural resources. Portugal, Spain, and Belgium are among the country's most important partners. It is one of the poorest countries in the world. They have the world's lowest life expectancy. In 2012, large natural gas reserves were found in Mozambique. The revenues from the reserves might dramatically change the economy. The only official language of Mozambique is Portuguese. About half the people speak it as a second language and very few as a first language. Languages widely spoken natively include Swahili, Makhuwa, and Sena. The largest religion in Mozambique is Christianity. There are also Muslim and African traditional religious minorities. Mozambique is a member of the African Union, Commonwealth of Nations, the Community of Portuguese Language Countries, the Latin Union, Organisation of Islamic Cooperation and Southern African Development Community.",19,229,"Mozambique, officially the Republic of Mozambique, is a country in southeastern Africa."
Myanmar,Myanmar,"Myanmar is a country in South East Asia. Its full name is the Republic of the Union of Myanmar. It is also sometimes called Burma. Myanmar is the largest country in South East Asia that is not an island. It is also part of South Asia.
It is bordered by China on the north, Laos on the east, Thailand on the southeast, Bangladesh on the west, and the India on the northwest, with the Andaman Sea to the south, and the Bay of Bengal to the southwest. There are over 2,000 kilometres (1,200 mi) of coast line.","Myanmar is a country in South East Asia. Its full name is the Republic of the Union of Myanmar. It is also sometimes called Burma. Myanmar is the largest country in South East Asia that is not an island. It is also part of South Asia. It is bordered by China on the north, Laos on the east, Thailand on the southeast, Bangladesh on the west, and the India on the northwest, with the Andaman Sea to the south, and the Bay of Bengal to the southwest. There are over 2,000 kilometres of coast line.",7,108,Myanmar is a country in South East Asia.
Namibia,Namibia,"The Republic of Namibia is a country in southern Africa on the Atlantic coast. It is bordered by Angola, Zambia, and Zimbabwe to the north, Botswana to the east, and South Africa to the south. It gained independence from South Africa in 1990. Before that it was called South West Africa. Its capital is Windhoek.
Before World War I Namibia was a German colony. German is still widely spoken in the country, although English is the official language.
Namibia has a population of 2.1 million people.
The name of the country is from the Namib Desert. This is said to be the oldest desert in the world.","The Republic of Namibia is a country in southern Africa on the Atlantic coast. It is bordered by Angola, Zambia, and Zimbabwe to the north, Botswana to the east, and South Africa to the south. It gained independence from South Africa in 1990. Before that it was called South West Africa. Its capital is Windhoek. Before World War I Namibia was a German colony. German is still widely spoken in the country, although English is the official language. Namibia has a population of 2.1 million people. The name of the country is from the Namib Desert. This is said to be the oldest desert in the world.",10,122,The Republic of Namibia is a country in southern Africa on the Atlantic coast.
Nauru,Nauru,"Nauru is a small island in the Pacific Ocean. It's 42 kilometers south of the equator and has a surface area of 23.3km². This one island is one country (a republic). It sells phosphate (a chemical) to Australia. Nauru is the smallest republic in the world. English and Nauruan are the official languages of Nauru. Nauru has no official capital, but its biggest city is Yaren. The current president of Nauru is Baron Waqa. There are 14 districts in Nauru:
Aiwo
Anabar
Anetan
Anibare
Baiti
Boe
Buada
Denigomodu
Ewa
Ijuw
Meneng
Nibok
Uaboe
Yaren","Nauru is a small island in the Pacific Ocean. It's 42 kilometers south of the equator and has a surface area of 23.3km². This one island is one country. It sells phosphate to Australia. Nauru is the smallest republic in the world. English and Nauruan are the official languages of Nauru. Nauru has no official capital, but its biggest city is Yaren. The current president of Nauru is Baron Waqa. There are 14 districts in Nauru: Aiwo Anabar Anetan Anibare Baiti Boe Buada Denigomodu Ewa Ijuw Meneng Nibok Uaboe Yaren",9,101,Nauru is a small island in the Pacific Ocean.
Nepal,Nepal,"Nepal (Nepali: नेपाल) is a country in South Asia bordering the Republic of India and the People's Republic of China. Mount Everest, the highest mountain in the world, is found there, as well as the Himalaya Mountains. 12 of the world's 18 highest mountain peaks are in Nepal. It is also the birthplace of Buddha. It has recently become a secular country, but before it was the only Hindu kingdom in the world. Nepal is a very important pilgrimage place for both Hindus and Buddhists. The population of Nepal in 2007 was almost 29 million people. Nepali is the official language, and there are many other regional languages. English and Hindi are widely understood. The capital city of Nepal is Kathmandu which has a population of over two million people. The second largest city is Pokhara. Pokhara is a major tourist attraction of Nepal which is rich in natural beauty. Pokhara includes many lakes, Phewa Tal is one of them.","Nepal is a country in South Asia bordering the Republic of India and the People's Republic of China. Mount Everest, the highest mountain in the world, is found there, as well as the Himalaya Mountains. 12 of the world's 18 highest mountain peaks are in Nepal. It is also the birthplace of Buddha. It has recently become a secular country, but before it was the only Hindu kingdom in the world. Nepal is a very important pilgrimage place for both Hindus and Buddhists. The population of Nepal in 2007 was almost 29 million people. Nepali is the official language, and there are many other regional languages. English and Hindi are widely understood. The capital city of Nepal is Kathmandu which has a population of over two million people. The second largest city is Pokhara. Pokhara is a major tourist attraction of Nepal which is rich in natural beauty. Pokhara includes many lakes, Phewa Tal is one of them.",13,179,Nepal is a country in South Asia bordering the Republic of India and the People's Republic of China.
Netherlands,Netherlands,"The Netherlands is a country that is part of (a constituent country) of the Kingdom of the Netherlands. Most of it is in Western Europe, but there are also some parts in the Caribbean. More than 17 million people live there. To the north and west of the European part of the Netherlands is the North Sea, and to the east is Germany and to the south is Belgium. The Netherlands is one of the countries that started the European Union. People who live in the Netherlands are called ""Dutch"". The language of the Netherlands is also called Dutch. The official capital of the Netherlands is Amsterdam. This however, is not the place where the government is seated, which is in The Hague.","The Netherlands is a country that is part of of the Kingdom of the Netherlands. Most of it is in Western Europe, but there are also some parts in the Caribbean. More than 17 million people live there. To the north and west of the European part of the Netherlands is the North Sea, and to the east is Germany and to the south is Belgium. The Netherlands is one of the countries that started the European Union. People who live in the Netherlands are called ""Dutch"". The language of the Netherlands is also called Dutch. The official capital of the Netherlands is Amsterdam. This however, is not the place where the government is seated, which is in The Hague.",9,135,The Netherlands is a country that is part of of the Kingdom of the Netherlands.
New Caledonia,New Caledonia,"New Caledonia (French: Nouvelle-Calédonie; popular name: Le caillou) is a ""sui generis collectivity"" (in practice an overseas territory) of France, made up of a main island (Grande Terre) and several smaller islands. It is in the region of Melanesia in the southwest Pacific. At about half the size of Taiwan, it has a land area of 18,575.5 square kilometres (7,172 sq mi). At the 2004 census, 230,789 people lived there. It has an internet country code top-level domain (ccTLD) of .nc. The capital and largest city of the territory is Nouméa. The currency is the CFP franc. The inflation rate is -0.6%. The unemployment rate is 17.1%","New Caledonia is a ""sui generis collectivity"" of France, made up of a main island and several smaller islands. It is in the region of Melanesia in the southwest Pacific. At about half the size of Taiwan, it has a land area of 18,575.5 square kilometres. At the 2004 census, 230,789 people lived there. It has an internet country code top-level domain of.nc. The capital and largest city of the territory is Nouméa. The currency is the CFP franc. The inflation rate is -0.6%. The unemployment rate is 17.1%",9,104,"New Caledonia is a ""sui generis collectivity"" of France, made up of a main island and several smaller islands."
New Zealand,New Zealand,"New Zealand (Aotearoa) is an Oceanian country in the South-western Pacific Ocean. It is made up of two large islands (the North Island and the South Island) and many much smaller islands. In 2010, it was ranked as the 8th happiest country in the world. The official languages are English, Māori and New Zealand sign language.","New Zealand is an Oceanian country in the South-western Pacific Ocean. It is made up of two large islands and many much smaller islands. In 2010, it was ranked as the 8th happiest country in the world. The official languages are English, Māori and New Zealand sign language.",4,54,New Zealand is an Oceanian country in the South-western Pacific Ocean.
Nicaragua,Nicaragua,"Nicaragua is a country in Central America. It is officially called the Republic of Nicaragua (Spanish: República de Nicaragua). It has a size of 129,494 square kilometres. It is the largest country in Central America. It borders Honduras to the north and Costa Rica to the south. The capital of the country is Managua. Managua is the third-largest city in Central America. It is also the biggest city of Nicaragua. Almost a quarter of the population lives in the capital city.
The population of Nicaragua is approximately 6 million. The population is multicultural. The population includes indigenous native tribes from the Miskito Coast, Europeans, Africans, and Asians. The main language is Spanish. Some native tribes on the eastern coast speak their native languages. Some of these languages are Miskito, Sumo, and Rama. Some people speak English Creole. The mixture of cultures has created diversity in art and literature. Some famous Nicaraguan writers are Rubén Darío, Ernesto Cardenal, and Gioconda Belli.
The biological diversity, warm tropical climate, and active volcanoes make Nicaragua an increasingly popular tourist destination.","Nicaragua is a country in Central America. It is officially called the Republic of Nicaragua. It has a size of 129,494 square kilometres. It is the largest country in Central America. It borders Honduras to the north and Costa Rica to the south. The capital of the country is Managua. Managua is the third-largest city in Central America. It is also the biggest city of Nicaragua. Almost a quarter of the population lives in the capital city. The population of Nicaragua is approximately 6 million. The population is multicultural. The population includes indigenous native tribes from the Miskito Coast, Europeans, Africans, and Asians. The main language is Spanish. Some native tribes on the eastern coast speak their native languages. Some of these languages are Miskito, Sumo, and Rama. Some people speak English Creole. The mixture of cultures has created diversity in art and literature. Some famous Nicaraguan writers are Rubén Darío, Ernesto Cardenal, and Gioconda Belli. The biological diversity, warm tropical climate, and active volcanoes make Nicaragua an increasingly popular tourist destination.",19,200,Nicaragua is a country in Central America.
Niger,Niger,"Niger is a country in western Africa. The capital is Niamey, and the official language is French. It is surrounded by Algeria and Libya to the north, Chad to the east, Nigeria and Benin to the south, and Burkina Faso and Mali to the west. Niger is landlocked, meaning it has no coastline. Niger gets its name from the Niger River.
The Mali Empire and the Songhai Empire both had land in what is now Niger. Later France controlled the land that is now Niger. Niger has a population, or the number of people living in an area, of 15,306,252 and an area of 1,267,000 square kilometres. Much of Niger is desert.
After a military coup in 2010, Niger is now a democratic, multi-party state. Most of the people live in rural areas, and have little access to advanced education.","Niger is a country in western Africa. The capital is Niamey, and the official language is French. It is surrounded by Algeria and Libya to the north, Chad to the east, Nigeria and Benin to the south, and Burkina Faso and Mali to the west. Niger is landlocked, meaning it has no coastline. Niger gets its name from the Niger River. The Mali Empire and the Songhai Empire both had land in what is now Niger. Later France controlled the land that is now Niger. Niger has a population, or the number of people living in an area, of 15,306,252 and an area of 1,267,000 square kilometres. Much of Niger is desert. After a military coup in 2010, Niger is now a democratic, multi-party state. Most of the people live in rural areas, and have little access to advanced education.",11,161,Niger is a country in western Africa.
Nigeria,Nigeria,"Nigeria is a country in west Africa. It has a population of 154,729,000, which is more than any other country in Africa. The capital of Nigeria is Abuja. Nigeria is known for being a large country, and the most rich in Africa.","Nigeria is a country in west Africa. It has a population of 154,729,000, which is more than any other country in Africa. The capital of Nigeria is Abuja. Nigeria is known for being a large country, and the most rich in Africa.",4,48,Nigeria is a country in west Africa.
Niue,Niue,"Niue is an island country in the south Pacific. Situated between Tonga, Samoa and the Cook Islands, it is commonly known as ""Rock of Polynesia"". It has its own government, but it is an associated state of New Zealand. This means that Niue's head of state is New Zealand's sovereign (queen) in right, and most diplomatic relations are conducted by the latter on Niue's behalf.
The territory is 2,400 kilometres northeast of New Zealand in a triangle between Tonga, Samoa, and the Cook Islands.","Niue is an island country in the south Pacific. Situated between Tonga, Samoa and the Cook Islands, it is commonly known as ""Rock of Polynesia"". It has its own government, but it is an associated state of New Zealand. This means that Niue's head of state is New Zealand's sovereign in right, and most diplomatic relations are conducted by the latter on Niue's behalf. The territory is 2,400 kilometres northeast of New Zealand in a triangle between Tonga, Samoa, and the Cook Islands.",5,99,Niue is an island country in the south Pacific.
Norfolk Island,Norfolk Island,"Norfolk Island (Norfuk: Norfuk Ailen) is a territory of Australia. It is in the South Pacific Ocean between Australia, New Zealand, and New Caledonia. It was one of the first British settlements in the Pacific. Twice it was used as a penal colony. People from Pitcairn Island were moved to Norfolk Island. It is now a popular place for holidays.
Norfolk Island is a small volcanic island. Its size is about 5 mi (8 km) by 3 mi (5 km). It is about 1,000 mi (1,609 km) northeast of Sydney, and 600 mi (966 km) north of Auckland. Most of the island is 350 ft (107 m) above the level of the sea. There are two high points on the island about 1,000 ft (305 m) above sea level. South of Norfolk are two smaller islands, Nepean Island and Phillip Island.","Norfolk Island is a territory of Australia. It is in the South Pacific Ocean between Australia, New Zealand, and New Caledonia. It was one of the first British settlements in the Pacific. Twice it was used as a penal colony. People from Pitcairn Island were moved to Norfolk Island. It is now a popular place for holidays. Norfolk Island is a small volcanic island. Its size is about 5 mi by 3 mi. It is about 1,000 mi northeast of Sydney, and 600 mi north of Auckland. Most of the island is 350 ft above the level of the sea. There are two high points on the island about 1,000 ft above sea level. South of Norfolk are two smaller islands, Nepean Island and Phillip Island.",12,142,Norfolk Island is a territory of Australia.
